Chance of Admit,Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research
0.814154863357544,451,320,112,4,3.0,4.5,8.86,1
0.888975977897644,452,324,113,4,4.5,4.5,9.25,1
0.9261683821678162,453,328,116,4,5.0,3.5,9.6,1
0.7483939528465271,454,319,103,3,2.5,4.0,8.76,1
0.6947522759437561,455,310,105,2,3.0,3.5,8.01,0
0.5810390710830688,456,305,102,2,1.5,2.5,7.64,0
0.5135506987571716,457,299,100,2,2.0,2.0,7.88,0
0.38426169753074646,458,295,99,1,2.0,1.5,7.57,0
0.6866075396537781,459,312,100,1,3.0,3.0,8.53,1
0.8899680376052856,460,329,113,4,4.0,3.5,9.36,1
0.7684454321861267,461,319,105,4,4.0,4.5,8.66,1
0.6730300188064575,462,301,102,3,2.5,2.0,8.13,1
0.6210176348686218,463,307,105,4,3.0,3.0,7.94,0
0.5768206119537354,464,304,107,3,3.5,3.0,7.86,0
0.49842050671577454,465,298,97,2,2.0,3.0,7.21,0
0.544106662273407,466,305,96,4,3.0,4.5,8.26,0
0.7154001593589783,467,314,99,4,3.5,4.5,8.73,1
0.7372599840164185,468,318,101,5,3.5,5.0,8.78,1
0.8119094967842102,469,323,110,4,4.0,5.0,8.88,1
0.8598453998565674,470,326,114,4,4.0,3.5,9.16,1
0.8751732110977173,471,320,110,5,4.0,4.0,9.27,1
0.635113537311554,472,311,103,3,2.0,4.0,8.09,0
0.9009520411491394,473,327,116,4,4.0,4.5,9.48,1
0.5995163321495056,474,316,102,2,4.0,3.5,8.15,0
0.6703280210494995,475,308,105,4,3.0,2.5,7.95,1
0.5640113353729248,476,300,101,3,3.5,2.5,7.88,0
0.6244106888771057,477,304,104,3,2.5,2.0,8.12,0
0.6527149677276611,478,309,105,4,3.5,2.0,8.18,0
0.7393971681594849,479,318,103,3,4.0,4.5,8.49,1
0.7954912781715393,480,325,110,4,4.5,4.0,8.96,1
0.798363447189331,481,321,102,3,3.5,4.0,9.01,1
0.7751107811927795,482,323,107,4,3.0,2.5,8.48,1
0.8245590329170227,483,328,113,4,4.0,2.5,8.77,1
0.7021278738975525,484,304,103,5,5.0,3.0,7.92,0
0.7214695811271667,485,317,106,3,3.5,3.0,7.89,1
0.6918953061103821,486,311,101,2,2.5,3.5,8.34,1
0.6799291968345642,487,319,102,3,2.5,2.5,8.37,0
0.7930452227592468,488,327,115,4,3.5,4.0,9.14,0
0.7534558176994324,489,322,112,3,3.0,4.0,8.62,1
0.7080802917480469,490,302,110,3,4.0,4.5,8.5,0
0.6745639443397522,491,307,105,2,2.5,4.5,8.12,1
0.5418309569358826,492,297,99,4,3.0,3.5,7.81,0
0.5321140885353088,493,298,101,4,2.5,4.5,7.69,1
0.6228851675987244,494,300,95,2,3.0,1.5,8.22,1
0.6766297221183777,495,301,99,3,2.5,2.0,8.45,1
0.8631398677825928,496,332,108,5,4.5,4.0,9.02,1
0.9591983556747437,497,337,117,5,5.0,5.0,9.87,1
0.9291447401046753,498,330,120,5,4.5,5.0,9.56,1
0.7396941184997559,499,312,103,4,4.0,5.0,8.43,0
0.7648969292640686,500,327,113,4,4.5,4.5,9.04,0
